2023-01-13 11:03:15,453 DEBUG Using selector: EpollSelector
2023-01-13 11:05:25,717 DEBUG  ROS Time: 171 |  tasks: 0 | active robots: 3
2023-01-13 11:05:27,720 DEBUG  ROS Time: 173 |  tasks: 0 | active robots: 3
2023-01-13 11:05:29,724 DEBUG  ROS Time: 174 |  tasks: 0 | active robots: 3
2023-01-13 11:05:31,730 DEBUG  ROS Time: 176 |  tasks: 0 | active robots: 3
2023-01-13 11:05:33,733 DEBUG  ROS Time: 178 |  tasks: 0 | active robots: 3
2023-01-13 11:05:35,737 DEBUG  ROS Time: 180 |  tasks: 0 | active robots: 3
2023-01-13 11:05:37,744 DEBUG  ROS Time: 182 |  tasks: 0 | active robots: 3
2023-01-13 11:05:39,748 DEBUG  ROS Time: 183 |  tasks: 0 | active robots: 3
2023-01-13 11:05:41,749 DEBUG  ROS Time: 185 |  tasks: 0 | active robots: 3
2023-01-13 11:05:43,753 DEBUG  ROS Time: 187 |  tasks: 0 | active robots: 3
2023-01-13 11:05:45,756 DEBUG  ROS Time: 189 |  tasks: 0 | active robots: 3
2023-01-13 11:05:47,760 DEBUG  ROS Time: 190 |  tasks: 0 | active robots: 3
2023-01-13 11:05:49,762 DEBUG  ROS Time: 192 |  tasks: 0 | active robots: 3
2023-01-13 11:05:51,765 DEBUG  ROS Time: 194 |  tasks: 0 | active robots: 3
2023-01-13 11:05:53,769 DEBUG  ROS Time: 196 |  tasks: 0 | active robots: 3
2023-01-13 11:05:55,772 DEBUG  ROS Time: 197 |  tasks: 0 | active robots: 3
2023-01-13 11:05:57,776 DEBUG  ROS Time: 199 |  tasks: 0 | active robots: 3
2023-01-13 11:05:59,780 DEBUG  ROS Time: 201 |  tasks: 0 | active robots: 3
2023-01-13 11:06:01,021 DEBUG  ROS Time: 202 |         Task Submission: {"task_type": "Loop", "start_time": 0, "priority": 0, "description": {"num_loops": 1, "start_name": "box_bot_2_charging_station", "finish_name": "box_bot_3_charging_station"}}, error: 
2023-01-13 11:06:01,781 DEBUG  ROS Time: 203 |  tasks: 0 | active robots: 3
2023-01-13 11:06:03,785 DEBUG  ROS Time: 204 |  tasks: 0 | active robots: 3
2023-01-13 11:06:05,789 DEBUG  ROS Time: 206 |  tasks: 0 | active robots: 3
2023-01-13 11:06:07,792 DEBUG  ROS Time: 208 |  tasks: 0 | active robots: 3
2023-01-13 11:06:09,796 DEBUG  ROS Time: 210 |  tasks: 0 | active robots: 3
2023-01-13 11:06:11,798 DEBUG  ROS Time: 211 |  tasks: 0 | active robots: 3
2023-01-13 11:06:13,802 DEBUG  ROS Time: 213 |  tasks: 0 | active robots: 3
2023-01-13 11:06:15,804 DEBUG  ROS Time: 215 |  tasks: 0 | active robots: 3
2023-01-13 11:06:17,809 DEBUG  ROS Time: 216 |  tasks: 0 | active robots: 3
2023-01-13 11:06:19,813 DEBUG  ROS Time: 218 |  tasks: 0 | active robots: 3
2023-01-13 11:06:21,826 DEBUG  ROS Time: 220 |  tasks: 0 | active robots: 3
2023-01-13 11:06:23,829 DEBUG  ROS Time: 222 |  tasks: 0 | active robots: 3
2023-01-13 11:06:25,833 DEBUG  ROS Time: 223 |  tasks: 0 | active robots: 3
2023-01-13 11:06:27,837 DEBUG  ROS Time: 225 |  tasks: 0 | active robots: 3
